GENENAME,UniprotID,Reviewed,Evidence,Features,Start,End,Descriptions
Fchsd2,Q3USJ8,Reviewed,protein,Coiled coil,356,397,NA
Fchsd2,Q3USJ8,Reviewed,protein,Compositional bias,718,721,Poly-Pro
Fes,P16879,Reviewed,protein,Domain,1,260,F-BAR
Fes,P16879,Reviewed,protein,Domain,460,549,SH2
Fes,P16879,Reviewed,protein,Domain,561,818,Protein kinase
Fes,P16879,Reviewed,protein,Region,1,300,Important for interaction with membranes containing phosphoinositides
Fes,P16879,Reviewed,protein,Coiled coil,133,165,NA
Fes,P16879,Reviewed,protein,Coiled coil,320,369,NA
Fes,Q8CGG9,Unreviewed,transcript,Domain,1,213,F-BAR
Fignl2,J3QK54,Unreviewed,inferred,Domain,419,550,AAA
Fkbp11,Q9D1M7,Reviewed,protein,Domain,57,144,PPIase FKBP-type
Fmnl3,Q6ZPF4,Reviewed,protein,Domain,26,472,GBD/FH3
Fmnl3,Q6ZPF4,Reviewed,protein,Domain,561,951,FH2
Fmnl3,Q6ZPF4,Reviewed,protein,Domain,986,1018,DAD
Fmnl3,Q6ZPF4,Reviewed,protein,Compositional bias,499,548,Pro-rich
Fmnl3,D3Z7A7,Unreviewed,protein,Domain,26,472,GBD/FH3 (Rho GTPase-binding/formin homology 3)
Fmnl3,D3Z7A7,Unreviewed,protein,Domain,561,951,FH2 (formin homology 2)
Fmnl3,D3Z7A7,Unreviewed,protein,Coiled coil,391,418,NA
Fmnl3,D3Z7A7,Unreviewed,protein,Coiled coil,423,464,NA
Fmnl3,D3Z7A7,Unreviewed,protein,Coiled coil,925,954,NA
Folr1,P35846,Reviewed,protein,Region,122,126,Folate binding
Folr1,P35846,Reviewed,protein,Region,155,160,Folate binding
Folr2,Q05685,Reviewed,transcript,Region,116,120,Folate binding
Folr2,Q05685,Reviewed,transcript,Region,149,154,Folate binding
Foxh1,O88621,Reviewed,protein,Region,307,390,SMAD-interaction domain (SID)
Foxh1,O88621,Reviewed,protein,Motif,311,315,Fast/FoxH1 motif 1 (FM1)
Foxh1,O88621,Reviewed,protein,Motif,321,327,Fast/FoxH1 motif 2 (FM2)
Foxh1,O88621,Reviewed,protein,Motif,363,384,SMAD interaction motif (SIM)
Foxh1,O88621,Reviewed,protein,Compositional bias,187,194,Poly-Pro
Foxh1,O88621,Reviewed,protein,Compositional bias,243,246,Poly-Ser
Foxh1,Q0VEP8,Unreviewed,transcript,Domain,64,163,Fork-head DNA-binding
Foxred2,Q3USW5,Reviewed,transcript,Motif,662,665,Prevents secretion from ER
Fsd2,Q8BZ52,Reviewed,protein,Domain,318,413,Fibronectin type-III 1
Fsd2,Q8BZ52,Reviewed,protein,Domain,414,507,Fibronectin type-III 2
Fsd2,Q8BZ52,Reviewed,protein,Domain,489,687,B30.2/SPRY
Fsd2,Q8BZ52,Reviewed,protein,Coiled coil,205,260,NA
Fsd2,Q8C1E6,Unreviewed,transcript,Coiled coil,230,254,NA
Furin,P23188,Reviewed,protein,Domain,148,435,Peptidase S8
Furin,P23188,Reviewed,protein,Region,758,761,Cell surface signal
Furin,P23188,Reviewed,protein,Motif,498,500,NA
Furin,P23188,Reviewed,protein,Motif,772,778,Trans Golgi network signal
Fzd4,Q3V1B2,Unreviewed,protein,Domain,40,161,FZ (frizzled)
Fzd4,Q3V1B2,Unreviewed,protein,Domain,219,503,G_PROTEIN_RECEP_F2_4
Fzd4,Q61088,Reviewed,protein,Domain,40,161,FZ
Fzd4,Q61088,Reviewed,protein,Motif,499,504,"Lys-Thr-X-X-X-Trp motif, mediates interaction with the PDZ domain of Dvl family members"
Fzd4,Q61088,Reviewed,protein,Motif,535,537,PDZ-binding
Fzd4,Q8BKU9,Unreviewed,transcript,Domain,63,347,G_PROTEIN_RECEP_F2_4
Fzd4,Q8BLL2,Unreviewed,transcript,Domain,40,161,FZ (frizzled)
Fzd4,Q8BLL2,Unreviewed,transcript,Domain,219,503,G_PROTEIN_RECEP_F2_4
Gab2,Q3ZB59,Unreviewed,protein,Domain,8,119,PH
Gab2,Q3ZB57,Unreviewed,protein,Domain,8,119,PH
Galnt6,Q8C7U7,Reviewed,transcript,Domain,496,622,Ricin B-type lectin
Galnt6,Q8C7U7,Reviewed,transcript,Region,176,285,Catalytic subdomain A
Galnt6,Q8C7U7,Reviewed,transcript,Region,348,410,Catalytic subdomain B
Galr3,O88853,Reviewed,transcript,Compositional bias,218,225,Poly-Ala
Galr3,O88853,Reviewed,transcript,Compositional bias,313,318,Poly-His
Gdpd5,Q640M6,Reviewed,transcript,Domain,228,485,GP-PDE
Gga1,Q8R0H9,Reviewed,protein,Domain,17,147,VHS
Gga1,Q8R0H9,Reviewed,protein,Domain,171,298,GAT
Gga1,Q8R0H9,Reviewed,protein,Domain,506,627,GAE
Gga1,Q8R0H9,Reviewed,protein,Region,114,273,Interaction with ARF3
Gga1,Q8R0H9,Reviewed,protein,Region,299,505,Unstructured hinge
Gga1,Q8R0H9,Reviewed,protein,Motif,357,361,Autoinhibitory
Gm1966,Q3TBC0,NA,NA,NA,NA,NA,NA
Gm4759,NA,NA,NA,NA,NA,NA,NA
Gm5334,NA,NA,NA,NA,NA,NA,NA
Gm5414,Q6IFZ8,Unreviewed,protein,Domain,17,148,Keratin_2_head
Gm5414,Q6IFZ8,Unreviewed,protein,Coiled coil,363,404,NA
Gm5476,NA,NA,NA,NA,NA,NA,NA
Gm5477,NA,NA,NA,NA,NA,NA,NA
Gm5901,D3YVJ1,NA,NA,NA,NA,NA,NA
Gm6042,NA,NA,NA,NA,NA,NA,NA
Gm8979,NA,NA,NA,NA,NA,NA,NA
Gm8989,NA,NA,NA,NA,NA,NA,NA
Gm9920,NA,NA,NA,NA,NA,NA,NA
Gml,E9PX31,Unreviewed,protein,Domain,47,141,UPAR/Ly6
Gml2,G5E8L7,Unreviewed,inferred,Domain,47,141,UPAR/Ly6
Gml2,Q9DAP4,Unreviewed,transcript,Domain,47,141,UPAR/Ly6
Gpaa1,Q9WTK3,NA,NA,NA,NA,NA,NA
Gpd1,P13707,Reviewed,protein,Region,269,270,Substrate binding
Gpihbp1,Q9D1N2,Reviewed,protein,Domain,61,148,NA
Gpihbp1,Q9D1N2,Reviewed,protein,Compositional bias,38,42,NA
Gpihbp1,Q9D1N2,Reviewed,protein,Compositional bias,43,48,NA
Gpr20,Q8BYC4,NA,NA,NA,NA,NA,NA
Gpt,Q566C3,Unreviewed,protein,Domain,86,484,Aminotran_1_2
Gpt,Q8QZR5,NA,NA,NA,NA,NA,NA
Gramd4,D3YUE7,Unreviewed,protein,Domain,475,553,GRAM
Gramd4,D3YUE7,Unreviewed,protein,Coiled coil,110,160,NA
Gramd4,Q5U4C7,Unreviewed,transcript,Domain,529,607,GRAM
Gramd4,Q5U4C7,Unreviewed,transcript,Coiled coil,164,214,NA
Gramd4,Q8CB44,Reviewed,protein,Domain,500,578,GRAM
Gramd4,Q8CB44,Reviewed,protein,Coiled coil,134,190,NA
Grap2,O89100,Reviewed,protein,Domain,1,56,SH3 1
Grap2,O89100,Reviewed,protein,Domain,58,149,SH2
Grap2,O89100,Reviewed,protein,Domain,263,322,SH3 2
Grap2,Q3U0E8,Unreviewed,protein,Domain,1,56,SH3
Grap2,Q3U0E8,Unreviewed,protein,Domain,58,149,SH2
Grap2,Q3U0E8,Unreviewed,protein,Domain,263,322,SH3
Grasp,Q9JJA9,Reviewed,protein,Domain,100,189,PDZ
Grasp,Q9JJA9,Reviewed,protein,Region,180,257,Interaction with PSCD3
Grasp,Q9JJA9,Reviewed,protein,Compositional bias,294,323,Pro-rich
Grina,Q9ESF4,Reviewed,transcript,Compositional bias,15,114,Pro-rich
Gsdmc,Q99NB5,NA,NA,NA,NA,NA,NA
Gsdmc2,Q2KHK6,NA,NA,NA,NA,NA,NA
Gsdmc3,Q8CB12,NA,NA,NA,NA,NA,NA
Gsdmcl1,NA,NA,NA,NA,NA,NA,NA
Gsdmd,Q9D8T2,Reviewed,protein,Region,1,244,Triggers pyroptosis
Gtpbp1,O08582,Reviewed,protein,Domain,158,389,tr-type G
Gtpbp1,O08582,Reviewed,protein,Region,167,174,G1
Gtpbp1,O08582,Reviewed,protein,Region,206,210,G2
Gtpbp1,O08582,Reviewed,protein,Region,252,255,G3
Gtpbp1,O08582,Reviewed,protein,Region,308,311,G4
Gtpbp1,O08582,Reviewed,protein,Region,366,368,G5
Gtpbp1,O08582,Reviewed,protein,Compositional bias,28,36,Poly-Ala
Gtse1,Q542Q3,Unreviewed,protein,Domain,10,153,GTSE1_N
Gtse1,Q8R080,Reviewed,protein,Compositional bias,23,28,Poly-Ser
Gxylt1,Q3UHH8,NA,NA,NA,NA,NA,NA
Gxylt1,D3Z6W7,NA,NA,NA,NA,NA,NA
H1f0,P10922,Reviewed,transcript,Domain,24,97,H15
H1fnt,Q8CJI4,Reviewed,transcript,Coiled coil,241,312,NA
H2afy3,NA,NA,NA,NA,NA,NA,NA
Hapln3,Q80WM5,Reviewed,transcript,Domain,48,164,Ig-like V-typeCurated
Hapln3,Q80WM5,Reviewed,transcript,Domain,166,261,Link 1
Hapln3,Q80WM5,Reviewed,transcript,Domain,266,357,Link 2
Hbb-bh2,B2RVB7,Unreviewed,transcript,Domain,4,146,GLOBIN
Hdac10,Q6P3E7,Reviewed,transcript,Region,1,323,Histone deacetylase
Hdac7,Q8C2B3,Reviewed,protein,Region,1,121,Interaction with MEF2C
Hdac7,Q8C2B3,Reviewed,protein,Region,2,254,Transcription repression 1
Hdac7,Q8C2B3,Reviewed,protein,Region,72,172,Interaction with MEF2A
Hdac7,Q8C2B3,Reviewed,protein,Region,241,533,Transcription repression 2
Hdac7,Q8C2B3,Reviewed,protein,Region,505,852,Histone deacetylase
Hdac7,Q8C2B3,Reviewed,protein,Region,864,938,Interaction with SIN3A
Hdac7,Q8C2B3,Reviewed,protein,Motif,904,938,Nuclear export signal
Hdac7,Q8C2B3,Reviewed,protein,Compositional bias,220,226,Poly-Ser
Hdac7,E9PXW1,Unreviewed,protein,Domain,476,800,Hist_deacetyl
Hdac7,E9PXW8,Unreviewed,protein,Domain,624,776,Hist_deacetyl
Hdac7,E9PX62,Unreviewed,protein,Domain,435,759,Hist_deacetyl
Hdgfrp3,Q9JMG7,Reviewed,protein,Domain,11,68,PWWP
Hdgfrp3,Q9JMG7,Reviewed,protein,Motif,135,147,NA
Hgh1,Q8C3I8,Reviewed,protein,Compositional bias,38,155,Ala-rich
Hhla1,Q3TYV2,NA,NA,NA,NA,NA,NA
Homer2,Q9QWW1,Reviewed,protein,Domain,1,110,WH1
Homer2,Q9QWW1,Reviewed,protein,Coiled coil,160,329,NA
Homer2,E9Q4F9,Unreviewed,protein,Domain,1,46,WH1
Homer2,E9Q4F9,Unreviewed,protein,Coiled coil,109,136,NA
Homer2,E9Q4F9,Unreviewed,protein,Coiled coil,151,209,NA
Homer2,E9Q4F9,Unreviewed,protein,Coiled coil,220,254,NA
Il16,O54824,Reviewed,protein,Domain,213,299,PDZ 1
Il16,O54824,Reviewed,protein,Domain,352,437,PDZ 2
Il16,O54824,Reviewed,protein,Domain,1105,1190,PDZ 3
Il16,O54824,Reviewed,protein,Domain,1226,1309,PDZ 4
Il16,O54824,Reviewed,protein,Region,183,449,Interaction with GRIN2A
Il16,O54824,Reviewed,protein,Region,1099,1195,"Interaction with PPP1R12A, PPP1R12B and PPP1R12C"
Il2rb,P16297,Reviewed,transcript,Domain,135,235,Fibronectin type-III
Il2rb,P16297,Reviewed,transcript,Motif,221,225,WSXWS motif
Il2rb,P16297,Reviewed,transcript,Motif,281,289,Box 1 motif
Inppl1,Q6P549,Reviewed,protein,Domain,21,117,SH2
Inppl1,Q6P549,Reviewed,protein,Domain,1195,1257,SAM
Inppl1,Q6P549,Reviewed,protein,Motif,945,950,SH3-binding
Inppl1,Q6P549,Reviewed,protein,Motif,984,987,NPXY motif
Inppl1,Q6P549,Reviewed,protein,Compositional bias,936,1170,Pro-rich
Ints4,Q8CIM8,Reviewed,protein,Repeat,67,106,HEAT 1
Ints4,Q8CIM8,Reviewed,protein,Repeat,146,184,HEAT 2
Ints4,Q8CIM8,Reviewed,protein,Repeat,191,229,HEAT 3
Ints4,Q8CIM8,Reviewed,protein,Repeat,230,264,HEAT 4
Ints4,Q8CIM8,Reviewed,protein,Repeat,278,314,HEAT 5
Ints4,Q8CIM8,Reviewed,protein,Repeat,370,406,HEAT 6
Ints4,Q8CIM8,Reviewed,protein,Repeat,407,445,HEAT 7
Ints4,Q8CIM8,Reviewed,protein,Repeat,447,485,HEAT 8
Iqgap1,Q3TPD2,Unreviewed,transcript,Domain,44,159,Actin-binding
Iqgap1,Q3TPD2,Unreviewed,transcript,Coiled coil,168,195,NA
Iqgap1,Q3TPD2,Unreviewed,transcript,Coiled coil,487,514,NA
Iqgap1,Q3TU98,Unreviewed,transcript,Domain,227,460,Ras-GAP
Iqgap1,Q9JKF1,Reviewed,protein,Domain,44,159,CH
Iqgap1,Q9JKF1,Reviewed,protein,Domain,685,710,WW
Iqgap1,Q9JKF1,Reviewed,protein,Domain,745,774,IQ 1
Iqgap1,Q9JKF1,Reviewed,protein,Domain,775,804,IQ 2
Iqgap1,Q9JKF1,Reviewed,protein,Domain,805,834,IQ 3
Iqgap1,Q9JKF1,Reviewed,protein,Domain,835,864,IQ 4
Iqgap1,Q9JKF1,Reviewed,protein,Domain,1004,1237,Ras-GAP
Iqgap1,Q9JKF1,Reviewed,protein,Region,956,1274,C1
Iqgap1,Q9JKF1,Reviewed,protein,Region,1276,1657,C2
Irak4,Q8R4K2,Reviewed,protein,Domain,20,104,Death
Irak4,Q8R4K2,Reviewed,protein,Domain,186,454,Protein kinase
Isg20,Q4FK39,Unreviewed,transcript,Domain,6,171,EXOIII
Isg20,Q9JL16,NA,NA,NA,NA,NA,NA
Isg20,Q3UW00,Unreviewed,transcript,Domain,6,171,EXOIII
Jrk,Q543Z9,Unreviewed,transcript,Domain,11,62,HTH psq-type DNA-binding
Jrk,Q543Z9,Unreviewed,transcript,Domain,77,149,HTH CENPB-type DNA-binding
Jrk,Q60976,Reviewed,transcript,Domain,11,62,HTH psq-type
Jrk,Q60976,Reviewed,transcript,Domain,77,149,HTH CENPB-type
Jrk,Q60976,Reviewed,transcript,Domain,178,382,DDE
Kansl2,Q8BQR4,NA,NA,NA,NA,NA,NA
Kcnh3,B2RU85,Unreviewed,transcript,Domain,42,90,PAS (PER-ARNT-SIM)
Kcnh3,B2RU85,Unreviewed,transcript,Domain,93,145,PAC (PAS-associated C-terminal)
Kcnh3,B2RU85,Unreviewed,transcript,Domain,593,657,CNMP_BINDING_3
Kcnh3,B2RU85,Unreviewed,transcript,Coiled coil,889,916,NA
Kcnh3,Q6U1M1,Unreviewed,transcript,Domain,42,90,PAS (PER-ARNT-SIM)
Kcnh3,Q6U1M1,Unreviewed,transcript,Domain,93,145,PAC (PAS-associated C-terminal)
Kcnh3,Q6U1M1,Unreviewed,transcript,Domain,593,657,CNMP_BINDING_3
Kcnh3,Q6U1M1,Unreviewed,transcript,Coiled coil,889,916,NA
Kcnj4,Q8R435,Unreviewed,protein,Coiled coil,369,392,NA
Kcnj4,Q9QYK8,Unreviewed,transcript,Coiled coil,361,384,NA
Kctd14,Q5EER8,Unreviewed,protein,Domain,18,115,BTB
Khdrbs3,Q9R226,Reviewed,protein,Domain,61,127,KH
Khdrbs3,Q9R226,Reviewed,protein,Compositional bias,250,261,Pro-rich
Khdrbs3,Q9R226,Reviewed,protein,Compositional bias,266,316,Tyr-rich
Kif21a,Q3TQJ5,Unreviewed,transcript,Domain,9,371,Kinesin motor
Kif21a,Q3TQJ5,Unreviewed,transcript,Coiled coil,379,406,NA
Kif21a,Q3TQJ5,Unreviewed,transcript,Coiled coil,425,459,NA
Kif21a,Q3TQJ5,Unreviewed,transcript,Coiled coil,472,513,NA
Kif21a,Q3TQJ5,Unreviewed,transcript,Coiled coil,538,565,NA
Kif21a,Q3UHE7,Unreviewed,transcript,Domain,9,371,Kinesin motor
Kif21a,Q3UHE7,Unreviewed,transcript,Domain,1297,1615,WD_REPEATS_REGION
Kif21a,Q3UHE7,Unreviewed,transcript,Coiled coil,379,406,NA
Kif21a,Q3UHE7,Unreviewed,transcript,Coiled coil,425,459,NA
Kif21a,Q3UHE7,Unreviewed,transcript,Coiled coil,472,513,NA
Kif21a,Q3UHE7,Unreviewed,transcript,Coiled coil,587,611,NA
Kif21a,Q3UHE7,Unreviewed,transcript,Coiled coil,636,684,NA
Kif21a,Q3UHE7,Unreviewed,transcript,Coiled coil,717,779,NA
Kif21a,Q3UHE7,Unreviewed,transcript,Coiled coil,929,963,NA
Kif21a,Q3V416,Unreviewed,transcript,Domain,9,371,Kinesin motor
Kif21a,Q3V416,Unreviewed,transcript,Coiled coil,379,406,NA
Kif21a,Q3V416,Unreviewed,transcript,Coiled coil,425,459,NA
Kif21a,Q3V416,Unreviewed,transcript,Coiled coil,472,506,NA
Kif21a,Q9QXL2,Reviewed,protein,Domain,9,371,Kinesin motor
Kif21a,Q9QXL2,Reviewed,protein,Repeat,1343,1380,WD 1
Kif21a,Q9QXL2,Reviewed,protein,Repeat,1383,1421,WD 2
Kif21a,Q9QXL2,Reviewed,protein,Repeat,1447,1485,WD 3
Kif21a,Q9QXL2,Reviewed,protein,Repeat,1488,1530,WD 4
Kif21a,Q9QXL2,Reviewed,protein,Repeat,1539,1576,WD 5
Kif21a,Q9QXL2,Reviewed,protein,Repeat,1580,1619,WD 6
Kif21a,Q9QXL2,Reviewed,protein,Repeat,1622,1659,WD 7
Kif21a,Q9QXL2,Reviewed,protein,Coiled coil,365,840,NA
Kif21a,Q9QXL2,Reviewed,protein,Coiled coil,933,1021,NA
Kif21a,Q9QXL2,Reviewed,protein,Coiled coil,1055,1085,NA
Kif21a,F8WGN6,Unreviewed,protein,Domain,9,371,Kinesin motor
Kif21a,F8WGN6,Unreviewed,protein,Domain,1297,1615,WD_REPEATS_REGION
Kif21a,F8WGN6,Unreviewed,protein,Coiled coil,379,406,NA
Kif21a,F8WGN6,Unreviewed,protein,Coiled coil,425,459,NA
Kif21a,F8WGN6,Unreviewed,protein,Coiled coil,472,513,NA
Kif21a,F8WGN6,Unreviewed,protein,Coiled coil,587,611,NA
Kif21a,F8WGN6,Unreviewed,protein,Coiled coil,636,684,NA
Kif21a,F8WGN6,Unreviewed,protein,Coiled coil,717,779,NA
Kif21a,F8WGN6,Unreviewed,protein,Coiled coil,929,963,NA
Kif7,J3QNW9,Unreviewed,protein,Domain,15,349,Kinesin motor
Kif7,J3QNW9,Unreviewed,protein,Coiled coil,489,537,NA
Kif7,J3QNW9,Unreviewed,protein,Coiled coil,736,763,NA
Kif7,J3QNW9,Unreviewed,protein,Coiled coil,788,815,NA
Kif7,J3QNW9,Unreviewed,protein,Coiled coil,819,888,NA
Kif7,J3QNW9,Unreviewed,protein,Coiled coil,910,944,NA
Kif7,J3QNW9,Unreviewed,protein,Coiled coil,969,1003,NA
Kif7,J3QNW9,Unreviewed,protein,Coiled coil,1005,1032,NA
Kif7,E9QMU1,Unreviewed,protein,Domain,15,349,Kinesin motor
Kif7,E9QMU1,Unreviewed,protein,Coiled coil,489,537,NA
Kif7,E9QMU1,Unreviewed,protein,Coiled coil,736,763,NA
Kif7,E9QMU1,Unreviewed,protein,Coiled coil,788,815,NA
Kif7,E9QMU1,Unreviewed,protein,Coiled coil,819,888,NA
Kif7,E9QMU1,Unreviewed,protein,Coiled coil,909,943,NA
Kif7,E9QMU1,Unreviewed,protein,Coiled coil,968,1002,NA
Kif7,E9QMU1,Unreviewed,protein,Coiled coil,1004,1031,NA
Kifc2,G3X8Q6,Unreviewed,protein,Domain,409,732,Kinesin motor
Kifc2,G3X8Q6,Unreviewed,protein,Coiled coil,199,226,NA
Kifc2,G3X8Q6,Unreviewed,protein,Coiled coil,276,317,NA
Kifc2,Q3UNC4,Unreviewed,transcript,Domain,396,719,Kinesin motor
Kifc2,Q3UNC4,Unreviewed,transcript,Coiled coil,186,213,NA
Kifc2,Q3UNC4,Unreviewed,transcript,Coiled coil,263,304,NA
Klhdc7b,E9Q9M9,NA,NA,NA,NA,NA,NA
Klhl35,Q9CZ49,Reviewed,transcript,Domain,40,110,BTB
Klhl35,Q9CZ49,Reviewed,transcript,Domain,146,248,BACK
Klhl35,Q9CZ49,Reviewed,transcript,Repeat,292,341,Kelch 1
Klhl35,Q9CZ49,Reviewed,transcript,Repeat,343,385,Kelch 2
Klhl35,Q9CZ49,Reviewed,transcript,Repeat,386,432,Kelch 3
Klhl35,Q9CZ49,Reviewed,transcript,Repeat,434,480,Kelch 4
Klhl35,Q9CZ49,Reviewed,transcript,Repeat,481,522,Kelch 5
Klhl35,Q9CZ49,Reviewed,transcript,Repeat,524,570,Kelch 6
Klhl38,Q8BSF5,Reviewed,transcript,Domain,34,101,BTB
Klhl38,Q8BSF5,Reviewed,transcript,Domain,136,237,BACK
Klhl38,Q8BSF5,Reviewed,transcript,Repeat,285,332,Kelch 1
Klhl38,Q8BSF5,Reviewed,transcript,Repeat,334,383,Kelch 2
Klhl38,Q8BSF5,Reviewed,transcript,Repeat,384,431,Kelch 3
Klhl38,Q8BSF5,Reviewed,transcript,Repeat,433,479,Kelch 4
Klhl38,Q8BSF5,Reviewed,transcript,Repeat,480,521,Kelch 5
Klhl38,Q8BSF5,Reviewed,transcript,Repeat,523,573,Kelch 6
Kmt2d,A0A0A0MQ73,Unreviewed,protein,Domain,229,274,RING-type
Kmt2d,A0A0A0MQ73,Unreviewed,protein,Domain,270,323,PHD-type
Kmt2d,A0A0A0MQ73,Unreviewed,protein,Domain,1333,1386,PHD-type
Kmt2d,A0A0A0MQ73,Unreviewed,protein,Domain,1383,1433,PHD-type
Kmt2d,A0A0A0MQ73,Unreviewed,protein,Domain,1460,1515,PHD-type
Kmt2d,A0A0A0MQ73,Unreviewed,protein,Domain,5226,5286,FYR N-terminal
Kmt2d,A0A0A0MQ73,Unreviewed,protein,Domain,5287,5372,FYR C-terminal
Kmt2d,A0A0A0MQ73,Unreviewed,protein,Domain,5448,5564,SET
Kmt2d,A0A0A0MQ73,Unreviewed,protein,Domain,5572,5588,Post-SET
Kmt2d,A0A0A0MQ73,Unreviewed,protein,Coiled coil,2630,2661,NA
Kmt2d,A0A0A0MQ73,Unreviewed,protein,Coiled coil,2768,2797,NA
Kmt2d,A0A0A0MQ73,Unreviewed,protein,Coiled coil,3561,3609,NA
Kmt2d,A0A0A0MQ73,Unreviewed,protein,Coiled coil,3714,3746,NA
Kmt2d,A0A0A0MQ73,Unreviewed,protein,Coiled coil,3855,3883,NA
Kmt2d,A0A0A0MQ73,Unreviewed,protein,Coiled coil,3913,4004,NA
Kmt2d,A0A0A0MQ73,Unreviewed,protein,Coiled coil,4024,4049,NA
Krt2,Q3TTY5,Reviewed,protein,Region,1,198,NA
Krt2,Q3TTY5,Reviewed,protein,Region,199,508,NA
Krt2,Q3TTY5,Reviewed,protein,Region,199,234,NA
Krt2,Q3TTY5,Reviewed,protein,Region,235,253,NA
Krt2,Q3TTY5,Reviewed,protein,Region,254,345,NA
Krt2,Q3TTY5,Reviewed,protein,Region,346,369,NA
Krt2,Q3TTY5,Reviewed,protein,Region,370,508,NA
Krt2,Q3TTY5,Reviewed,protein,Region,509,707,NA
Krt2,Q3TTY5,Reviewed,protein,Compositional bias,12,701,NA
Krt4,P07744,Reviewed,protein,Region,1,145,Head
Krt4,P07744,Reviewed,protein,Region,146,455,Rod
Krt4,P07744,Reviewed,protein,Region,146,181,Coil 1A
Krt4,P07744,Reviewed,protein,Region,182,200,Linker 1
Krt4,P07744,Reviewed,protein,Region,201,292,Coil 1B
Krt4,P07744,Reviewed,protein,Region,293,316,Linker 12
Krt4,P07744,Reviewed,protein,Region,317,455,Coil 2
Krt4,P07744,Reviewed,protein,Region,456,524,Tail
Krt4,P07744,Reviewed,protein,Compositional bias,10,117,Gly-rich
Krt4,P07744,Reviewed,protein,Compositional bias,473,510,Gly-rich
Krt5,Q32P04,Unreviewed,protein,Domain,16,158,Keratin_2_head
Krt5,Q32P04,Unreviewed,protein,Coiled coil,231,265,NA
Krt5,Q32P04,Unreviewed,protein,Coiled coil,373,460,NA
Krt5,Q922U2,Reviewed,protein,Region,1,161,NA
Krt5,Q922U2,Reviewed,protein,Region,162,471,NA
Krt5,Q922U2,Reviewed,protein,Region,162,197,NA
Krt5,Q922U2,Reviewed,protein,Region,198,216,NA
Krt5,Q922U2,Reviewed,protein,Region,217,309,NA
Krt5,Q922U2,Reviewed,protein,Region,310,332,NA
Krt5,Q922U2,Reviewed,protein,Region,333,471,NA
Krt5,Q922U2,Reviewed,protein,Region,472,580,NA
Krt5,Q922U2,Reviewed,protein,Compositional bias,2,38,NA
Krt5,Q922U2,Reviewed,protein,Compositional bias,39,133,NA
Krt5,Q922U2,Reviewed,protein,Compositional bias,495,562,NA
Krt6a,P50446,Reviewed,protein,Region,1,151,Head
Krt6a,P50446,Reviewed,protein,Region,152,461,Rod
Krt6a,P50446,Reviewed,protein,Region,152,187,Coil 1A
Krt6a,P50446,Reviewed,protein,Region,188,206,Linker 1
Krt6a,P50446,Reviewed,protein,Region,207,298,Coil 1B
Krt6a,P50446,Reviewed,protein,Region,299,322,Linker 12
Krt6a,P50446,Reviewed,protein,Region,323,461,Coil 2
Krt6a,P50446,Reviewed,protein,Region,462,553,Tail
Krt6b,Q3UV11,Unreviewed,protein,Domain,15,148,Keratin_2_head
Krt6b,Q3UV11,Unreviewed,protein,Coiled coil,221,255,NA
Krt6b,Q3UV11,Unreviewed,protein,Coiled coil,363,404,NA
Krt6b,Q3UV11,Unreviewed,protein,Coiled coil,409,443,NA
Krt7,Q9DCV7,Reviewed,protein,Region,2,84,NA
Krt7,Q9DCV7,Reviewed,protein,Region,84,120,NA
Krt7,Q9DCV7,Reviewed,protein,Region,85,393,NA
Krt7,Q9DCV7,Reviewed,protein,Region,121,138,NA
Krt7,Q9DCV7,Reviewed,protein,Region,139,230,NA
Krt7,Q9DCV7,Reviewed,protein,Region,231,254,NA
Krt7,Q9DCV7,Reviewed,protein,Region,255,393,NA
Krt7,Q9DCV7,Reviewed,protein,Region,394,457,NA
Krt72,Q6IME9,Reviewed,inferred,Region,1,133,Head
Krt72,Q6IME9,Reviewed,inferred,Region,134,443,Rod
Krt72,Q6IME9,Reviewed,inferred,Region,134,169,Coil 1A
Krt72,Q6IME9,Reviewed,inferred,Region,170,188,Linker 1
Krt72,Q6IME9,Reviewed,inferred,Region,189,280,Coil 1B
Krt72,Q6IME9,Reviewed,inferred,Region,281,304,Linker 12
Krt72,Q6IME9,Reviewed,inferred,Region,305,443,Coil 2
Krt72,Q6IME9,Reviewed,inferred,Region,444,520,Tail
Krt72,Q6IME9,Reviewed,inferred,Compositional bias,10,105,Gly-rich
Krt73,Q6NXH9,Reviewed,protein,Region,1,130,Head
Krt73,Q6NXH9,Reviewed,protein,Region,131,440,Rod
Krt73,Q6NXH9,Reviewed,protein,Region,131,166,Coil 1A
Krt73,Q6NXH9,Reviewed,protein,Region,167,185,Linker 1
Krt73,Q6NXH9,Reviewed,protein,Region,186,277,Coil 1B
Krt73,Q6NXH9,Reviewed,protein,Region,278,301,Linker 12
Krt73,Q6NXH9,Reviewed,protein,Region,302,440,Coil 2
Krt73,Q6NXH9,Reviewed,protein,Region,441,539,Tail
Krt73,Q6NXH9,Reviewed,protein,Compositional bias,10,102,Gly-rich
Krt74,NA,NA,NA,NA,NA,NA,NA
Krt76,Q3UV17,Reviewed,protein,Region,1,164,NA
Krt76,Q3UV17,Reviewed,protein,Region,165,476,NA
Krt76,Q3UV17,Reviewed,protein,Region,165,200,NA
Krt76,Q3UV17,Reviewed,protein,Region,201,221,NA
